experiment_id,data_version,assortment_version,inventory_version,simulation_rule_version,tiss_version,model_version,decision_date,node_id,node_type,rdc_id,fdc_id,sku_id,demand_forecast_qty,forecast_daily_mean_qty,historical_demand_std_qty,lead_time_days,replenishment_window_days,service_factor,demand_during_lead_time_qty,uncertainty_buffer_qty,safety_stock_qty,target_inventory_qty,current_inventory_position_qty,assortment_mask,eligible_mask,constraint_projection_flag
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000134,2.76,1.024157,0.804166,2,3,1.28,2.048315,1.455696,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000136,2.52,0.9351,0.784902,2,3,1.28,1.8702,1.420824,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000138,2.88,1.068686,0.580288,2,3,1.28,2.137371,1.050433,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000139,3.851056,1.559439,0.860114,2,3,1.28,3.118877,1.556973,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000140,1.44,0.534343,0.728431,2,3,1.28,1.068685,1.318601,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000141,2.28,0.846043,0.927884,2,3,1.28,1.692085,1.679649,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000142,1.44,0.534343,0.820652,2,3,1.28,1.068685,1.485539,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000143,2.28,0.846043,0.927884,2,3,1.28,1.692085,1.679649,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000144,1.92,0.712457,0.677631,2,3,1.28,1.424915,1.226643,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000145,4.2,2.023362,1.21376,2,3,1.28,4.046724,2.19714,7,14,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000147,0.96,0.356228,0.524891,2,3,1.28,0.712457,0.950154,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000149,2.4,0.890572,0.699854,2,3,1.28,1.781143,1.266871,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000150,1.2,0.445286,0.479157,2,3,1.28,0.890571,0.867367,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000152,2.16,0.801514,0.717848,2,3,1.28,1.603029,1.299444,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000153,2.52,0.9351,0.949624,2,3,1.28,1.8702,1.719003,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000154,3.24,1.202272,0.778375,2,3,1.28,2.404543,1.409009,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000155,0.84,0.3117,0.50885,2,3,1.28,0.6234,0.921117,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000157,4.05048,1.941544,1.647509,2,3,1.28,3.883087,2.98231,7,13,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000158,2.52,0.9351,0.871165,2,3,1.28,1.8702,1.576977,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000159,3.484404,1.452002,0.949624,2,3,1.28,2.904005,1.719003,5,10,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000160,0.84,0.3117,0.433013,2,3,1.28,0.6234,0.783837,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000161,0.96,0.356228,0.451754,2,3,1.28,0.712457,0.817762,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000162,2.04,0.756986,0.859372,2,3,1.28,1.513971,1.555629,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000163,1.2,0.445286,0.548653,2,3,1.28,0.890571,0.993168,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000164,1.08,0.400757,0.53809,2,3,1.28,0.801515,0.974047,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000165,1.44,0.534343,0.677631,2,3,1.28,1.068685,1.226643,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000166,3.12,1.157743,0.883523,2,3,1.28,2.315485,1.599347,4,8,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000168,2.4,0.890572,0.749149,2,3,1.28,1.781143,1.356105,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000169,1.8,0.667928,0.865289,2,3,1.28,1.335857,1.56634,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000170,1.44,0.534343,0.562429,2,3,1.28,1.068685,1.018105,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000171,1.2,0.445286,0.479157,2,3,1.28,0.890571,0.867367,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000172,2.01984,0.978461,0.865289,2,3,1.28,1.956922,1.56634,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000173,1.68,0.6234,0.681385,2,3,1.28,1.2468,1.233439,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000174,1.2,0.445286,0.548653,2,3,1.28,0.890571,0.993168,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000175,1.32,0.489814,0.724041,2,3,1.28,0.979629,1.310654,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000176,1.92,0.712457,0.6227,2,3,1.28,1.424915,1.127207,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000177,1.32,0.489814,0.617558,2,3,1.28,0.979629,1.117899,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000178,1.44,0.534343,0.6227,2,3,1.28,1.068685,1.127207,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000179,1.32,0.489814,0.488386,2,3,1.28,0.979629,0.884073,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000181,1.68,0.6234,0.626783,2,3,1.28,1.2468,1.134598,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000182,1.44,0.534343,0.728431,2,3,1.28,1.068685,1.318601,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000183,2.16,0.801514,0.717848,2,3,1.28,1.603029,1.299444,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000184,1.56,0.578872,0.680449,2,3,1.28,1.157743,1.231744,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000186,0.96,0.356228,0.524891,2,3,1.28,0.712457,0.950154,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000187,1.44,0.534343,0.6227,2,3,1.28,1.068685,1.127207,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000188,0.6,0.222643,0.382993,2,3,1.28,0.445285,0.693291,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000190,1.92,0.712457,1.015191,2,3,1.28,1.424915,1.837692,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000191,1.8,0.667928,0.625765,2,3,1.28,1.335857,1.132756,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000193,1.08,0.400757,0.65757,2,3,1.28,0.801515,1.190329,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000195,1.32,0.489814,0.556731,2,3,1.28,0.979629,1.007791,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000197,2.64,0.979628,0.90068,2,3,1.28,1.959257,1.630405,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000198,1.68,0.6234,0.681385,2,3,1.28,1.2468,1.233439,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000199,1.2,0.445286,0.765986,2,3,1.28,0.890571,1.386583,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000200,1.56,0.578872,0.680449,2,3,1.28,1.157743,1.231744,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000201,0.84,0.3117,0.50885,2,3,1.28,0.6234,0.921117,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000202,0.96,0.356228,0.589015,2,3,1.28,0.712457,1.066231,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000203,1.08,0.400757,0.53809,2,3,1.28,0.801515,0.974047,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000204,1.56,0.578872,0.778375,2,3,1.28,1.157743,1.409009,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000205,1.68,0.6234,0.5,2,3,1.28,1.2468,0.905097,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000207,0.96,0.356228,0.589015,2,3,1.28,0.712457,1.066231,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000208,1.92,0.712457,0.728431,2,3,1.28,1.424915,1.318601,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000210,1.68,0.6234,0.681385,2,3,1.28,1.2468,1.233439,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000211,1.56,0.578872,0.82298,2,3,1.28,1.157743,1.489753,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000212,2.52,0.9351,0.949624,2,3,1.28,1.8702,1.719003,4,7,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000213,1.8,0.667928,0.731053,2,3,1.28,1.335857,1.323347,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000214,0.84,0.3117,0.50885,2,3,1.28,0.6234,0.921117,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000215,0.48,0.178114,0.349927,2,3,1.28,0.356229,0.633436,1,2,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000217,1.56,0.578872,0.625765,2,3,1.28,1.157743,1.132756,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000218,1.44,0.534343,0.494872,2,3,1.28,1.068685,0.895814,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000219,0.6,0.222643,0.382993,2,3,1.28,0.445285,0.693291,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000220,0.6,0.222643,0.467025,2,3,1.28,0.445285,0.845406,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000223,1.2,0.445286,0.610286,2,3,1.28,0.890571,1.104736,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000224,1.32,0.489814,0.672909,2,3,1.28,0.979629,1.218095,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000226,0.96,0.356228,0.589015,2,3,1.28,0.712457,1.066231,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000227,0.96,0.356228,0.451754,2,3,1.28,0.712457,0.817762,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000228,0.72,0.267172,0.48969,2,3,1.28,0.534343,0.886434,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000230,1.32,0.489814,0.672909,2,3,1.28,0.979629,1.218095,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000231,1.08,0.400757,0.600807,2,3,1.28,0.801515,1.087577,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000233,1.2,0.445286,0.765986,2,3,1.28,0.890571,1.386583,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000234,1.08,0.400757,0.53809,2,3,1.28,0.801515,0.974047,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000235,1.08,0.400757,0.709807,2,3,1.28,0.801515,1.284888,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000236,0.96,0.356228,0.451754,2,3,1.28,0.712457,0.817762,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000237,1.8,0.667928,0.680449,2,3,1.28,1.335857,1.231744,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000238,0.72,0.267172,0.48969,2,3,1.28,0.534343,0.886434,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000239,0.84,0.3117,0.50885,2,3,1.28,0.6234,0.921117,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000240,1.2,0.445286,0.479157,2,3,1.28,0.890571,0.867367,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000241,1.68,0.6234,0.566947,2,3,1.28,1.2468,1.026284,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000244,0.96,0.356228,0.451754,2,3,1.28,0.712457,0.817762,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000246,0.6,0.222643,0.382993,2,3,1.28,0.445285,0.693291,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000247,1.92,0.712457,0.677631,2,3,1.28,1.424915,1.226643,3,6,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000248,1.56,0.578872,0.625765,2,3,1.28,1.157743,1.132756,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000249,1.68,0.6234,0.731925,2,3,1.28,1.2468,1.324926,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000250,1.44,0.534343,0.562429,2,3,1.28,1.068685,1.018105,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000251,1.08,0.400757,0.53809,2,3,1.28,0.801515,0.974047,2,4,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000253,0.84,0.3117,0.50885,2,3,1.28,0.6234,0.921117,2,3,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000254,1.56,0.578872,0.731053,2,3,1.28,1.157743,1.323347,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000255,1.44,0.534343,0.677631,2,3,1.28,1.068685,1.226643,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000256,1.44,0.534343,0.728431,2,3,1.28,1.068685,1.318601,3,5,0,true,true,false
exp_inventory_v001_base_stock,v001,assortment_hybrid_v001,inventory_base_stock_v001,sim_rule_v001,rule_tiss_v001,none,2026-06-02,FDC002,FDC,RDC002,FDC002,SKU000257,0.84,0.3117,0.433013,2,3,1.28,0.6234,0.783837,2,3,0,true,true,false
